,State Code,Occupation,Total Main Worker (Person)
2319,34,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",24913
2320,34,Legislators and Senior Officials,1867
2321,34,Corporate Managers,22970
2322,34,General Managers,76
2323,34,PROFESSIONALS,29044
2324,34,"Physical, Mathematical and Engineering Science Professionals",10759
2325,34,Life Science and Health Professionals,2770
2326,34,Teaching Professionals,7611
2327,34,Other Professionals,7904
2328,34,TECHNICIANS AND ASSOCIATE PROFESSIONALS,35885
2329,34,Physical and Engineering Science Associate Professionals,3447
2330,34,Life Science and Health Associate Professionals,6648
2331,34,Teaching Associate Professionals,10475
2332,34,Other Associate Professionals,15315
2333,34,CLERKS,16013
2334,34,Office Clerks,13628
2335,34,Customer Services Clerks,2385
2336,34,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,47510
2337,34,Personal and Protective Service Workers,16803
2338,34,"Models, Sales Persons and Demonstrators",30707
2339,34,SKILLED AGRICULTURAL AND FISHERY WORKERS,14367
2340,34,Market Oriented Skilled Agricultural and Fishery Workers,14332
2341,34,Subsistence Agricultural and Fishery Workers,35
2342,34,CRAFT AND RELATED TRADES WORKERS,57979
2343,34,Extraction and Building Trades Workers,31101
2344,34,"Metal, Machinery and Related Trades Workers",12486
2345,34,"Precision, Handicraft, Printing and Related Trades Workers",2365
2346,34,Other Craft and Related Trades Workers,12027
2347,34,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,29098
2348,34,Stationary Plant and Related Operators,1781
2349,34,Machine Operators and Assemblers,8048
2350,34,Drivers and Mobile-Plant Operators,19269
2351,34,ELEMENTARY OCCUPATIONS,59996
2352,34,Sales and Services Elementary Occupations,26555
2353,34,"Agricultural, Fishery and Related Labourers",1806
2354,34,"Labourers in Mining, Construction, Manufacturing and Transport",31635
2355,34,WORKERS NOT CLASSIFIED BY OCCUPATIONS,16075
2356,34,Workers Not Reporting Any Occupations,16075
2357,3,TOTAL,5176091
2358,3,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",320371
2359,3,Legislators and Senior Officials,126966
2360,3,Corporate Managers,192591
2361,3,General Managers,814
2362,3,PROFESSIONALS,215019
2363,3,"Physical, Mathematical and Engineering Science Professionals",34859
2364,3,Life Science and Health Professionals,54990
2365,3,Teaching Professionals,55766
2366,3,Other Professionals,69404
2367,3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,411535
2368,3,Physical and Engineering Science Associate Professionals,27654
2369,3,Life Science and Health Associate Professionals,55199
2370,3,Teaching Associate Professionals,153257
2371,3,Other Associate Professionals,175425
2372,3,CLERKS,106069
2373,3,Office Clerks,96932
2374,3,Customer Services Clerks,9137
2375,3,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,910694
2376,3,Personal and Protective Service Workers,182300
2377,3,"Models, Sales Persons and Demonstrators",728394
2378,3,SKILLED AGRICULTURAL AND FISHERY WORKERS,163513
2379,3,Market Oriented Skilled Agricultural and Fishery Workers,163452
2380,3,Subsistence Agricultural and Fishery Workers,61
2381,3,CRAFT AND RELATED TRADES WORKERS,678697
2382,3,Extraction and Building Trades Workers,321805
2383,3,"Metal, Machinery and Related Trades Workers",181275
2384,3,"Precision, Handicraft, Printing and Related Trades Workers",26464
2385,3,Other Craft and Related Trades Workers,149153
2386,3,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,478735
2387,3,Stationary Plant and Related Operators,86112
2388,3,Machine Operators and Assemblers,101033
2389,3,Drivers and Mobile-Plant Operators,291590
2390,3,ELEMENTARY OCCUPATIONS,1152869
2391,3,Sales and Services Elementary Occupations,224250
2392,3,"Agricultural, Fishery and Related Labourers",28549
2393,3,"Labourers in Mining, Construction, Manufacturing and Transport",900070
2394,3,WORKERS NOT CLASSIFIED BY OCCUPATIONS,738589
2395,3,Workers Not Reporting Any Occupations,738589
2396,11,TOTAL,130815
2397,11,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",6289
2398,11,Legislators and Senior Officials,1647
2399,11,Corporate Managers,4587
2400,11,General Managers,55
2401,11,PROFESSIONALS,9177
2402,11,"Physical, Mathematical and Engineering Science Professionals",1151
2403,11,Life Science and Health Professionals,693
2404,11,Teaching Professionals,2536
2405,11,Other Professionals,4797
2406,11,TECHNICIANS AND ASSOCIATE PROFESSIONALS,16440
2407,11,Physical and Engineering Science Associate Professionals,1082
2408,11,Life Science and Health Associate Professionals,2656
2409,11,Teaching Associate Professionals,7972
2410,11,Other Associate Professionals,4730
2411,11,CLERKS,5813
2412,11,Office Clerks,5535
2413,11,Customer Services Clerks,278
2414,11,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,21102
2415,11,Personal and Protective Service Workers,10382
2416,11,"Models, Sales Persons and Demonstrators",10720
2417,11,SKILLED AGRICULTURAL AND FISHERY WORKERS,3132
2418,11,Market Oriented Skilled Agricultural and Fishery Workers,3132
2419,11,CRAFT AND RELATED TRADES WORKERS,11391
2420,11,Extraction and Building Trades Workers,6796
2421,11,"Metal, Machinery and Related Trades Workers",2592
2422,11,"Precision, Handicraft, Printing and Related Trades Workers",450
2423,11,Other Craft and Related Trades Workers,1553
2424,11,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,13282
2425,11,Stationary Plant and Related Operators,699
2426,11,Machine Operators and Assemblers,943
2427,11,Drivers and Mobile-Plant Operators,11640
2428,11,ELEMENTARY OCCUPATIONS,20379
2429,11,Sales and Services Elementary Occupations,5015
2430,11,"Agricultural, Fishery and Related Labourers",601
2431,11,"Labourers in Mining, Construction, Manufacturing and Transport",14763
2432,11,WORKERS NOT CLASSIFIED BY OCCUPATIONS,23810
2433,11,Workers Not Reporting Any Occupations,23810
2434,8,TOTAL,8512494
2435,8,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",198556
2436,8,Legislators and Senior Officials,21628
2437,8,Corporate Managers,173747
2438,8,General Managers,3181
2439,8,PROFESSIONALS,453186
2440,8,"Physical, Mathematical and Engineering Science Professionals",54227
2441,8,Life Science and Health Professionals,49387
2442,8,Teaching Professionals,117167
2443,8,Other Professionals,232405
2444,8,TECHNICIANS AND ASSOCIATE PROFESSIONALS,773911
2445,8,Physical and Engineering Science Associate Professionals,47971
2446,8,Life Science and Health Associate Professionals,152345
2447,8,Teaching Associate Professionals,377435
2448,8,Other Associate Professionals,196160
2449,8,CLERKS,229343
2450,8,Office Clerks,213625
2451,8,Customer Services Clerks,15718
2452,8,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,1614368
2453,8,Personal and Protective Service Workers,394457
2454,8,"Models, Sales Persons and Demonstrators",1219911
2455,8,SKILLED AGRICULTURAL AND FISHERY WORKERS,471932
2456,8,Market Oriented Skilled Agricultural and Fishery Workers,471922
2457,8,Subsistence Agricultural and Fishery Workers,10
2458,8,CRAFT AND RELATED TRADES WORKERS,1381104
2459,8,Extraction and Building Trades Workers,542634
2460,8,"Metal, Machinery and Related Trades Workers",268582
2461,8,"Precision, Handicraft, Printing and Related Trades Workers",187418
2462,8,Other Craft and Related Trades Workers,382470
2463,8,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,844813
2464,8,Stationary Plant and Related Operators,98794
2465,8,Machine Operators and Assemblers,208758
2466,8,Drivers and Mobile-Plant Operators,537261
2467,8,ELEMENTARY OCCUPATIONS,1779888
2468,8,Sales and Services Elementary Occupations,297681
2469,8,"Agricultural, Fishery and Related Labourers",21561
2470,8,"Labourers in Mining, Construction, Manufacturing and Transport",1460646
2471,8,WORKERS NOT CLASSIFIED BY OCCUPATIONS,765393
2472,8,Workers Not Reporting Any Occupations,765393
2473,33,TOTAL,15726642
2474,33,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",795412
2475,33,Legislators and Senior Officials,43057
2476,33,Corporate Managers,749923
2477,33,General Managers,2432
2478,33,PROFESSIONALS,1043925
2479,33,"Physical, Mathematical and Engineering Science Professionals",431093
2480,33,Life Science and Health Professionals,74675
2481,33,Teaching Professionals,228017
2482,33,Other Professionals,310140
2483,33,TECHNICIANS AND ASSOCIATE PROFESSIONALS,1200099
2484,33,Physical and Engineering Science Associate Professionals,122601
2485,33,Life Science and Health Associate Professionals,168078
2486,33,Teaching Associate Professionals,377390
2487,33,Other Associate Professionals,532030
2488,33,CLERKS,633429
2489,33,Office Clerks,573585
2490,33,Customer Services Clerks,59844
2491,33,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,2340490
2492,33,Personal and Protective Service Workers,638148
2493,33,"Models, Sales Persons and Demonstrators",1702342
2494,33,SKILLED AGRICULTURAL AND FISHERY WORKERS,455017
2495,33,Market Oriented Skilled Agricultural and Fishery Workers,453435
2496,33,Subsistence Agricultural and Fishery Workers,1582
2497,33,CRAFT AND RELATED TRADES WORKERS,3517201
2498,33,Extraction and Building Trades Workers,1175428
2499,33,"Metal, Machinery and Related Trades Workers",664144
2500,33,"Precision, Handicraft, Printing and Related Trades Workers",217526
2501,33,Other Craft and Related Trades Workers,1460103
2502,33,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1949264
2503,33,Stationary Plant and Related Operators,87856
2504,33,Machine Operators and Assemblers,793879
2505,33,Drivers and Mobile-Plant Operators,1067529
2506,33,ELEMENTARY OCCUPATIONS,2792022
2507,33,Sales and Services Elementary Occupations,886130
2508,33,"Agricultural, Fishery and Related Labourers",325976
2509,33,"Labourers in Mining, Construction, Manufacturing and Transport",1579916
2510,33,WORKERS NOT CLASSIFIED BY OCCUPATIONS,999783
2511,33,Workers Not Reporting Any Occupations,999783
2512,5,TOTAL,1499753
2513,5,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",92484
2514,5,Legislators and Senior Officials,47611
2515,5,Corporate Managers,43997
2516,5,General Managers,876
2517,5,PROFESSIONALS,90716
2518,5,"Physical, Mathematical and Engineering Science Professionals",26357
2519,5,Life Science and Health Professionals,12073
2520,5,Teaching Professionals,28217
2521,5,Other Professionals,24069
2522,5,TECHNICIANS AND ASSOCIATE PROFESSIONALS,184445
2523,5,Physical and Engineering Science Associate Professionals,9016
2524,5,Life Science and Health Associate Professionals,29602
2525,5,Teaching Associate Professionals,76888
2526,5,Other Associate Professionals,68939
2527,5,CLERKS,58015
2528,5,Office Clerks,54416
2529,5,Customer Services Clerks,3599
2530,5,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,294407
2531,5,Personal and Protective Service Workers,92322
2532,5,"Models, Sales Persons and Demonstrators",202085
2533,5,SKILLED AGRICULTURAL AND FISHERY WORKERS,23197
2534,5,Market Oriented Skilled Agricultural and Fishery Workers,23181
2535,5,Subsistence Agricultural and Fishery Workers,16
2536,5,CRAFT AND RELATED TRADES WORKERS,182989
2537,5,Extraction and Building Trades Workers,73265
2538,5,"Metal, Machinery and Related Trades Workers",41245
2539,5,"Precision, Handicraft, Printing and Related Trades Workers",15257
2540,5,Other Craft and Related Trades Workers,53222
2541,5,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,109450
2542,5,Stationary Plant and Related Operators,7409
2543,5,Machine Operators and Assemblers,31934
2544,5,Drivers and Mobile-Plant Operators,70107
2545,5,ELEMENTARY OCCUPATIONS,247633
2546,5,Sales and Services Elementary Occupations,72296
2547,5,"Agricultural, Fishery and Related Labourers",6579
2548,5,"Labourers in Mining, Construction, Manufacturing and Transport",168758
2549,5,WORKERS NOT CLASSIFIED BY OCCUPATIONS,216417
2550,5,Workers Not Reporting Any Occupations,216417
2551,9,TOTAL,16917229
2552,9,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",504993
2553,9,Legislators and Senior Officials,100860
2554,9,Corporate Managers,401366
2555,9,General Managers,2767
2556,9,PROFESSIONALS,813458
2557,9,"Physical, Mathematical and Engineering Science Professionals",139701
2558,9,Life Science and Health Professionals,161408
2559,9,Teaching Professionals,225564
2560,9,Other Professionals,286785
2561,9,TECHNICIANS AND ASSOCIATE PROFESSIONALS,1321481
2562,9,Physical and Engineering Science Associate Professionals,84149
2563,9,Life Science and Health Associate Professionals,230905
2564,9,Teaching Associate Professionals,674095
2565,9,Other Associate Professionals,332332
2566,9,CLERKS,385463
2567,9,Office Clerks,355945
2568,9,Customer Services Clerks,29518
2569,9,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,3475265
2570,9,Personal and Protective Service Workers,1034446
2571,9,"Models, Sales Persons and Demonstrators",2440819
2572,9,SKILLED AGRICULTURAL AND FISHERY WORKERS,468227
2573,9,Market Oriented Skilled Agricultural and Fishery Workers,467908
2574,9,Subsistence Agricultural and Fishery Workers,319
2575,9,CRAFT AND RELATED TRADES WORKERS,2770177
2576,9,Extraction and Building Trades Workers,727623
2577,9,"Metal, Machinery and Related Trades Workers",480081
2578,9,"Precision, Handicraft, Printing and Related Trades Workers",400638
2579,9,Other Craft and Related Trades Workers,1161835
2580,9,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1079544
2581,9,Stationary Plant and Related Operators,148161
2582,9,Machine Operators and Assemblers,333387
2583,9,Drivers and Mobile-Plant Operators,597996
2584,9,ELEMENTARY OCCUPATIONS,2794246
2585,9,Sales and Services Elementary Occupations,760854
2586,9,"Agricultural, Fishery and Related Labourers",100300
2587,9,"Labourers in Mining, Construction, Manufacturing and Transport",1933092
2588,9,WORKERS NOT CLASSIFIED BY OCCUPATIONS,3304375
2589,9,Workers Not Reporting Any Occupations,3304375
2590,19,TOTAL,14102035
2591,19,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",311023
2592,19,Legislators and Senior Officials,26126
2593,19,Corporate Managers,284035
2594,19,General Managers,862
2595,19,PROFESSIONALS,816871
2596,19,"Physical, Mathematical and Engineering Science Professionals",87424
2597,19,Life Science and Health Professionals,133520
2598,19,Teaching Professionals,358602
2599,19,Other Professionals,237325
2600,19,TECHNICIANS AND ASSOCIATE PROFESSIONALS,821886
2601,19,Physical and Engineering Science Associate Professionals,28849
2602,19,Life Science and Health Associate Professionals,190488
2603,19,Teaching Associate Professionals,367106
2604,19,Other Associate Professionals,235443
2605,19,CLERKS,278571
2606,19,Office Clerks,256647
2607,19,Customer Services Clerks,21924
2608,19,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,3297996
2609,19,Personal and Protective Service Workers,567023
2610,19,"Models, Sales Persons and Demonstrators",2730973
2611,19,SKILLED AGRICULTURAL AND FISHERY WORKERS,437591
2612,19,Market Oriented Skilled Agricultural and Fishery Workers,437359
2613,19,Subsistence Agricultural and Fishery Workers,232
2614,19,CRAFT AND RELATED TRADES WORKERS,2901968
2615,19,Extraction and Building Trades Workers,1074554
2616,19,"Metal, Machinery and Related Trades Workers",303649
2617,19,"Precision, Handicraft, Printing and Related Trades Workers",412179
2618,19,Other Craft and Related Trades Workers,1111586
2619,19,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,837146
2620,19,Stationary Plant and Related Operators,64156
2621,19,Machine Operators and Assemblers,247004
2622,19,Drivers and Mobile-Plant Operators,525986
2623,19,ELEMENTARY OCCUPATIONS,2483235
2624,19,Sales and Services Elementary Occupations,671664
2625,19,"Agricultural, Fishery and Related Labourers",173008
2626,19,"Labourers in Mining, Construction, Manufacturing and Transport",1638563
2627,19,WORKERS NOT CLASSIFIED BY OCCUPATIONS,1915748
2628,19,Workers Not Reporting Any Occupations,1915748
2629,30,TOTAL,429951
2630,30,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",27299
2631,30,Legislators and Senior Officials,844
2632,30,Corporate Managers,26215
2633,30,General Managers,240
2634,30,PROFESSIONALS,31337
2635,30,"Physical, Mathematical and Engineering Science Professionals",10984
2636,30,Life Science and Health Professionals,3698
2637,30,Teaching Professionals,4400
2638,30,Other Professionals,12255
2639,30,TECHNICIANS AND ASSOCIATE PROFESSIONALS,37582
2640,30,Physical and Engineering Science Associate Professionals,4007
2641,30,Life Science and Health Associate Professionals,5759
2642,30,Teaching Associate Professionals,11604
2643,30,Other Associate Professionals,16212
2644,30,CLERKS,37779
2645,30,Office Clerks,34901
2646,30,Customer Services Clerks,2878
2647,30,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,74194
2648,30,Personal and Protective Service Workers,35549
2649,30,"Models, Sales Persons and Demonstrators",38645
2650,30,SKILLED AGRICULTURAL AND FISHERY WORKERS,5974
2651,30,Market Oriented Skilled Agricultural and Fishery Workers,5966
2652,30,Subsistence Agricultural and Fishery Workers,8
2653,30,CRAFT AND RELATED TRADES WORKERS,55502
2654,30,Extraction and Building Trades Workers,27508
2655,30,"Metal, Machinery and Related Trades Workers",17987
2656,30,"Precision, Handicraft, Printing and Related Trades Workers",2395
2657,30,Other Craft and Related Trades Workers,7612
2658,30,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,54043
2659,30,Stationary Plant and Related Operators,3156
2660,30,Machine Operators and Assemblers,10297
2661,30,Drivers and Mobile-Plant Operators,40590
2662,30,ELEMENTARY OCCUPATIONS,64852
2663,30,Sales and Services Elementary Occupations,26516
2664,30,"Agricultural, Fishery and Related Labourers",234
2665,30,"Labourers in Mining, Construction, Manufacturing and Transport",38102
2666,30,WORKERS NOT CLASSIFIED BY OCCUPATIONS,41389
2667,30,Workers Not Reporting Any Occupations,41389
2668,16,TOTAL,609117
2669,16,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",11651
2670,16,Legislators and Senior Officials,3106
2671,16,Corporate Managers,8520
2672,16,General Managers,25
2673,16,PROFESSIONALS,38717
2674,16,"Physical, Mathematical and Engineering Science Professionals",2943
2675,16,Life Science and Health Professionals,4469
2676,16,Teaching Professionals,20793
2677,16,Other Professionals,10512
2678,16,TECHNICIANS AND ASSOCIATE PROFESSIONALS,56079
2679,16,Physical and Engineering Science Associate Professionals,1688
2680,16,Life Science and Health Associate Professionals,11709
2681,16,Teaching Associate Professionals,31493
2682,16,Other Associate Professionals,11189
2683,16,CLERKS,19015
2684,16,Office Clerks,18352
2685,16,Customer Services Clerks,663
2686,16,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,142026
2687,16,Personal and Protective Service Workers,48617
2688,16,"Models, Sales Persons and Demonstrators",93409
2689,16,SKILLED AGRICULTURAL AND FISHERY WORKERS,19886
2690,16,Market Oriented Skilled Agricultural and Fishery Workers,19886
2691,16,CRAFT AND RELATED TRADES WORKERS,81000
2692,16,Extraction and Building Trades Workers,40991
2693,16,"Metal, Machinery and Related Trades Workers",9140
2694,16,"Precision, Handicraft, Printing and Related Trades Workers",18669
2695,16,Other Craft and Related Trades Workers,12200
2696,16,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,39776
2697,16,Stationary Plant and Related Operators,2213
2698,16,Machine Operators and Assemblers,3124
2699,16,Drivers and Mobile-Plant Operators,34439
2700,16,ELEMENTARY OCCUPATIONS,125974
2701,16,Sales and Services Elementary Occupations,10669
2702,16,"Agricultural, Fishery and Related Labourers",22511
2703,16,"Labourers in Mining, Construction, Manufacturing and Transport",92794
2704,16,WORKERS NOT CLASSIFIED BY OCCUPATIONS,74993
2705,16,Workers Not Reporting Any Occupations,74993
