,District Code,Occupation,Total Main Worker (Person)
9834,571,Teaching Professionals,7076
9835,571,Other Professionals,7058
9836,571,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32602
9837,571,Physical and Engineering Science Associate Professionals,2496
9838,571,Life Science and Health Associate Professionals,7130
9839,571,Teaching Associate Professionals,15906
9840,571,Other Associate Professionals,7070
9841,571,CLERKS,13132
9842,571,Office Clerks,11852
9843,571,Customer Services Clerks,1280
9844,571,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,67622
9845,571,Personal and Protective Service Workers,22402
9846,571,"Models, Sales Persons and Demonstrators",45220
9847,571,SKILLED AGRICULTURAL AND FISHERY WORKERS,17150
9848,571,Market Oriented Skilled Agricultural and Fishery Workers,17148
9849,571,Subsistence Agricultural and Fishery Workers,2
9850,571,CRAFT AND RELATED TRADES WORKERS,78676
9851,571,Extraction and Building Trades Workers,29278
9852,571,"Metal, Machinery and Related Trades Workers",16192
9853,571,"Precision, Handicraft, Printing and Related Trades Workers",2400
9854,571,Other Craft and Related Trades Workers,30806
9855,571,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,40346
9856,571,Stationary Plant and Related Operators,6084
9857,571,Machine Operators and Assemblers,6808
9858,571,Drivers and Mobile-Plant Operators,27454
9859,571,ELEMENTARY OCCUPATIONS,55686
9860,571,Sales and Services Elementary Occupations,12132
9861,571,"Agricultural, Fishery and Related Labourers",11704
9862,571,"Labourers in Mining, Construction, Manufacturing and Transport",31850
9863,571,WORKERS NOT CLASSIFIED BY OCCUPATIONS,23462
9864,571,Workers Not Reporting Any Occupations,23462
9865,572,TOTAL,3608263
9866,572,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",317470
9867,572,Legislators and Senior Officials,9449
9868,572,Corporate Managers,302889
9869,572,General Managers,5132
9870,572,PROFESSIONALS,485286
9871,572,"Physical, Mathematical and Engineering Science Professionals",316002
9872,572,Life Science and Health Professionals,23449
9873,572,Teaching Professionals,33014
9874,572,Other Professionals,112821
9875,572,TECHNICIANS AND ASSOCIATE PROFESSIONALS,246095
9876,572,Physical and Engineering Science Associate Professionals,29453
9877,572,Life Science and Health Associate Professionals,23808
9878,572,Teaching Associate Professionals,59727
9879,572,Other Associate Professionals,133107
9880,572,CLERKS,158456
9881,572,Office Clerks,138806
9882,572,Customer Services Clerks,19650
9883,572,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,481463
9884,572,Personal and Protective Service Workers,148475
9885,572,"Models, Sales Persons and Demonstrators",332988
9886,572,SKILLED AGRICULTURAL AND FISHERY WORKERS,26625
9887,572,Market Oriented Skilled Agricultural and Fishery Workers,26625
9888,572,CRAFT AND RELATED TRADES WORKERS,729033
9889,572,Extraction and Building Trades Workers,222505
9890,572,"Metal, Machinery and Related Trades Workers",138624
9891,572,"Precision, Handicraft, Printing and Related Trades Workers",16642
9892,572,Other Craft and Related Trades Workers,351262
9893,572,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,356640
9894,572,Stationary Plant and Related Operators,22913
9895,572,Machine Operators and Assemblers,111271
9896,572,Drivers and Mobile-Plant Operators,222456
9897,572,ELEMENTARY OCCUPATIONS,471894
9898,572,Sales and Services Elementary Occupations,184521
9899,572,"Agricultural, Fishery and Related Labourers",10966
9900,572,"Labourers in Mining, Construction, Manufacturing and Transport",276407
9901,572,WORKERS NOT CLASSIFIED BY OCCUPATIONS,335301
9902,572,Workers Not Reporting Any Occupations,335301
9903,573,TOTAL,205062
9904,573,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",6884
9905,573,Legislators and Senior Officials,1148
9906,573,Corporate Managers,5708
9907,573,General Managers,28
9908,573,PROFESSIONALS,12382
9909,573,"Physical, Mathematical and Engineering Science Professionals",2650
9910,573,Life Science and Health Professionals,1308
9911,573,Teaching Professionals,4254
9912,573,Other Professionals,4170
9913,573,TECHNICIANS AND ASSOCIATE PROFESSIONALS,18868
9914,573,Physical and Engineering Science Associate Professionals,1292
9915,573,Life Science and Health Associate Professionals,4670
9916,573,Teaching Associate Professionals,8586
9917,573,Other Associate Professionals,4320
9918,573,CLERKS,9556
9919,573,Office Clerks,8468
9920,573,Customer Services Clerks,1088
9921,573,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,42498
9922,573,Personal and Protective Service Workers,15154
9923,573,"Models, Sales Persons and Demonstrators",27344
9924,573,SKILLED AGRICULTURAL AND FISHERY WORKERS,9520
9925,573,Market Oriented Skilled Agricultural and Fishery Workers,9518
9926,573,Subsistence Agricultural and Fishery Workers,2
9927,573,CRAFT AND RELATED TRADES WORKERS,38832
9928,573,Extraction and Building Trades Workers,16828
9929,573,"Metal, Machinery and Related Trades Workers",8562
9930,573,"Precision, Handicraft, Printing and Related Trades Workers",976
9931,573,Other Craft and Related Trades Workers,12466
9932,573,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,23228
9933,573,Stationary Plant and Related Operators,1948
9934,573,Machine Operators and Assemblers,5632
9935,573,Drivers and Mobile-Plant Operators,15648
9936,573,ELEMENTARY OCCUPATIONS,27326
9937,573,Sales and Services Elementary Occupations,8790
9938,573,"Agricultural, Fishery and Related Labourers",4256
9939,573,"Labourers in Mining, Construction, Manufacturing and Transport",14280
9940,573,WORKERS NOT CLASSIFIED BY OCCUPATIONS,15968
9941,573,Workers Not Reporting Any Occupations,15968
9942,574,TOTAL,242286
9943,574,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",9428
9944,574,Legislators and Senior Officials,1308
9945,574,Corporate Managers,8032
9946,574,General Managers,88
9947,574,PROFESSIONALS,12962
9948,574,"Physical, Mathematical and Engineering Science Professionals",2512
9949,574,Life Science and Health Professionals,1604
9950,574,Teaching Professionals,4772
9951,574,Other Professionals,4074
9952,574,TECHNICIANS AND ASSOCIATE PROFESSIONALS,20994
9953,574,Physical and Engineering Science Associate Professionals,1634
9954,574,Life Science and Health Associate Professionals,4486
9955,574,Teaching Associate Professionals,10652
9956,574,Other Associate Professionals,4222
9957,574,CLERKS,9234
9958,574,Office Clerks,8368
9959,574,Customer Services Clerks,866
9960,574,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,45498
9961,574,Personal and Protective Service Workers,15012
9962,574,"Models, Sales Persons and Demonstrators",30486
9963,574,SKILLED AGRICULTURAL AND FISHERY WORKERS,8320
9964,574,Market Oriented Skilled Agricultural and Fishery Workers,8320
9965,574,CRAFT AND RELATED TRADES WORKERS,35194
9966,574,Extraction and Building Trades Workers,14422
9967,574,"Metal, Machinery and Related Trades Workers",8998
9968,574,"Precision, Handicraft, Printing and Related Trades Workers",1110
9969,574,Other Craft and Related Trades Workers,10664
9970,574,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,23986
9971,574,Stationary Plant and Related Operators,1864
9972,574,Machine Operators and Assemblers,2846
9973,574,Drivers and Mobile-Plant Operators,19276
9974,574,ELEMENTARY OCCUPATIONS,60570
9975,574,Sales and Services Elementary Occupations,7254
9976,574,"Agricultural, Fishery and Related Labourers",38060
9977,574,"Labourers in Mining, Construction, Manufacturing and Transport",15256
9978,574,WORKERS NOT CLASSIFIED BY OCCUPATIONS,16100
9979,574,Workers Not Reporting Any Occupations,16100
9980,575,TOTAL,691336
9981,575,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",33664
9982,575,Legislators and Senior Officials,1388
9983,575,Corporate Managers,32071
9984,575,General Managers,205
9985,575,PROFESSIONALS,40832
9986,575,"Physical, Mathematical and Engineering Science Professionals",10454
9987,575,Life Science and Health Professionals,3889
9988,575,Teaching Professionals,9848
9989,575,Other Professionals,16641
9990,575,TECHNICIANS AND ASSOCIATE PROFESSIONALS,38078
9991,575,Physical and Engineering Science Associate Professionals,3659
9992,575,Life Science and Health Associate Professionals,9136
9993,575,Teaching Associate Professionals,11165
9994,575,Other Associate Professionals,14118
9995,575,CLERKS,30052
9996,575,Office Clerks,27693
9997,575,Customer Services Clerks,2359
9998,575,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,102090
9999,575,Personal and Protective Service Workers,36266
10000,575,"Models, Sales Persons and Demonstrators",65824
10001,575,SKILLED AGRICULTURAL AND FISHERY WORKERS,38847
10002,575,Market Oriented Skilled Agricultural and Fishery Workers,38847
10003,575,CRAFT AND RELATED TRADES WORKERS,144771
10004,575,Extraction and Building Trades Workers,53287
10005,575,"Metal, Machinery and Related Trades Workers",25167
10006,575,"Precision, Handicraft, Printing and Related Trades Workers",4746
10007,575,Other Craft and Related Trades Workers,61571
10008,575,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,57849
10009,575,Stationary Plant and Related Operators,6123
10010,575,Machine Operators and Assemblers,7641
10011,575,Drivers and Mobile-Plant Operators,44085
10012,575,ELEMENTARY OCCUPATIONS,186107
10013,575,Sales and Services Elementary Occupations,18769
10014,575,"Agricultural, Fishery and Related Labourers",103398
10015,575,"Labourers in Mining, Construction, Manufacturing and Transport",63940
10016,575,WORKERS NOT CLASSIFIED BY OCCUPATIONS,19046
10017,575,Workers Not Reporting Any Occupations,19046
10018,576,TOTAL,225700
10019,576,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",9660
10020,576,Legislators and Senior Officials,586
10021,576,Corporate Managers,8990
10022,576,General Managers,84
10023,576,PROFESSIONALS,5224
10024,576,"Physical, Mathematical and Engineering Science Professionals",830
10025,576,Life Science and Health Professionals,664
10026,576,Teaching Professionals,1556
10027,576,Other Professionals,2174
10028,576,TECHNICIANS AND ASSOCIATE PROFESSIONALS,8704
10029,576,Physical and Engineering Science Associate Professionals,476
10030,576,Life Science and Health Associate Professionals,2772
10031,576,Teaching Associate Professionals,3752
10032,576,Other Associate Professionals,1704
10033,576,CLERKS,4368
10034,576,Office Clerks,3928
10035,576,Customer Services Clerks,440
10036,576,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,19594
10037,576,Personal and Protective Service Workers,7036
10038,576,"Models, Sales Persons and Demonstrators",12558
10039,576,SKILLED AGRICULTURAL AND FISHERY WORKERS,15202
10040,576,Market Oriented Skilled Agricultural and Fishery Workers,15200
10041,576,Subsistence Agricultural and Fishery Workers,2
10042,576,CRAFT AND RELATED TRADES WORKERS,15278
10043,576,Extraction and Building Trades Workers,8622
10044,576,"Metal, Machinery and Related Trades Workers",3074
10045,576,"Precision, Handicraft, Printing and Related Trades Workers",492
10046,576,Other Craft and Related Trades Workers,3090
10047,576,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,11504
10048,576,Stationary Plant and Related Operators,448
10049,576,Machine Operators and Assemblers,1686
10050,576,Drivers and Mobile-Plant Operators,9370
10051,576,ELEMENTARY OCCUPATIONS,130274
10052,576,Sales and Services Elementary Occupations,2342
10053,576,"Agricultural, Fishery and Related Labourers",122760
10054,576,"Labourers in Mining, Construction, Manufacturing and Transport",5172
10055,576,WORKERS NOT CLASSIFIED BY OCCUPATIONS,5892
10056,576,Workers Not Reporting Any Occupations,5892
10057,577,TOTAL,534965
10058,577,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",28753
10059,577,Legislators and Senior Officials,2520
10060,577,Corporate Managers,26007
10061,577,General Managers,226
10062,577,PROFESSIONALS,39454
10063,577,"Physical, Mathematical and Engineering Science Professionals",14343
10064,577,Life Science and Health Professionals,4021
10065,577,Teaching Professionals,9725
10066,577,Other Professionals,11365
10067,577,TECHNICIANS AND ASSOCIATE PROFESSIONALS,43985
10068,577,Physical and Engineering Science Associate Professionals,3954
10069,577,Life Science and Health Associate Professionals,7298
10070,577,Teaching Associate Professionals,16838
10071,577,Other Associate Professionals,15895
10072,577,CLERKS,25936
10073,577,Office Clerks,23058
10074,577,Customer Services Clerks,2878
10075,577,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,100839
10076,577,Personal and Protective Service Workers,30638
10077,577,"Models, Sales Persons and Demonstrators",70201
10078,577,SKILLED AGRICULTURAL AND FISHERY WORKERS,11986
10079,577,Market Oriented Skilled Agricultural and Fishery Workers,11986
10080,577,CRAFT AND RELATED TRADES WORKERS,91334
10081,577,Extraction and Building Trades Workers,39473
10082,577,"Metal, Machinery and Related Trades Workers",22721
10083,577,"Precision, Handicraft, Printing and Related Trades Workers",3664
10084,577,Other Craft and Related Trades Workers,25476
10085,577,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,54460
10086,577,Stationary Plant and Related Operators,5033
10087,577,Machine Operators and Assemblers,15618
10088,577,Drivers and Mobile-Plant Operators,33809
10089,577,ELEMENTARY OCCUPATIONS,93395
10090,577,Sales and Services Elementary Occupations,24983
10091,577,"Agricultural, Fishery and Related Labourers",8678
10092,577,"Labourers in Mining, Construction, Manufacturing and Transport",59734
10093,577,WORKERS NOT CLASSIFIED BY OCCUPATIONS,44823
10094,577,Workers Not Reporting Any Occupations,44823
10095,578,TOTAL,113350
10096,578,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",3722
10097,578,Legislators and Senior Officials,808
10098,578,Corporate Managers,2898
10099,578,General Managers,16
10100,578,PROFESSIONALS,4060
10101,578,"Physical, Mathematical and Engineering Science Professionals",714
10102,578,Life Science and Health Professionals,484
10103,578,Teaching Professionals,1116
10104,578,Other Professionals,1746
10105,578,TECHNICIANS AND ASSOCIATE PROFESSIONALS,10278
10106,578,Physical and Engineering Science Associate Professionals,580
10107,578,Life Science and Health Associate Professionals,2938
10108,578,Teaching Associate Professionals,4686
10109,578,Other Associate Professionals,2074
10110,578,CLERKS,3218
10111,578,Office Clerks,2748
10112,578,Customer Services Clerks,470
10113,578,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,25392
10114,578,Personal and Protective Service Workers,8582
10115,578,"Models, Sales Persons and Demonstrators",16810
10116,578,SKILLED AGRICULTURAL AND FISHERY WORKERS,3926
10117,578,Market Oriented Skilled Agricultural and Fishery Workers,3926
10118,578,CRAFT AND RELATED TRADES WORKERS,23462
10119,578,Extraction and Building Trades Workers,10518
10120,578,"Metal, Machinery and Related Trades Workers",3536
10121,578,"Precision, Handicraft, Printing and Related Trades Workers",668
10122,578,Other Craft and Related Trades Workers,8740
10123,578,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,12086
10124,578,Stationary Plant and Related Operators,702
10125,578,Machine Operators and Assemblers,3294
10126,578,Drivers and Mobile-Plant Operators,8090
10127,578,ELEMENTARY OCCUPATIONS,18390
10128,578,Sales and Services Elementary Occupations,3694
10129,578,"Agricultural, Fishery and Related Labourers",6068
10130,578,"Labourers in Mining, Construction, Manufacturing and Transport",8628
10131,578,WORKERS NOT CLASSIFIED BY OCCUPATIONS,8816
10132,578,Workers Not Reporting Any Occupations,8816
10133,579,TOTAL,335257
10134,579,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",14000
10135,579,Legislators and Senior Officials,1598
10136,579,Corporate Managers,12363
10137,579,General Managers,39
10138,579,PROFESSIONALS,18333
10139,579,"Physical, Mathematical and Engineering Science Professionals",4455
10140,579,Life Science and Health Professionals,3021
10141,579,Teaching Professionals,5256
10142,579,Other Professionals,5601
10143,579,TECHNICIANS AND ASSOCIATE PROFESSIONALS,25672
10144,579,Physical and Engineering Science Associate Professionals,1404
